lnc	gname	RBR_ID	RBR	RBR_avg_len	RBR_chr	RBR_start	RBR_end	RBR_span	RBR_TFO_count_total	RBR_DBR_count	RBR_TFO_count_avg	RBR_DBR_span	RBR_TFO_abj1	RBR_TFO_abj2	RBR_score	RBR_error_rate	RBR_gc_error	BR_list
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_RBR1	1	29.577485669104565	chr11	23634241	23634337	96	10118	13	778.3076923076923	824	40.785970291228935	31639.601211504825	24.801609706883358	0.13647478888191308	0.377958520830358	lnc_inter_chr10_9000_DBR1_0610010F05Rik_RBR1,lnc_inter_chr10_9000_DBR2_0610010F05Rik_RBR1,lnc_inter_chr10_9000_DBR4_0610010F05Rik_RBR1,lnc_inter_chr10_9000_DBR7_0610010F05Rik_RBR1,lnc_inter_chr10_9000_DBR8_0610010F05Rik_RBR1,lnc_inter_chr10_9000_DBR9_0610010F05Rik_RBR1,lnc_inter_chr10_9000_DBR10_0610010F05Rik_RBR1,lnc_inter_chr10_9000_DBR11_0610010F05Rik_RBR1,lnc_inter_chr10_9000_DBR12_0610010F05Rik_RBR1,lnc_inter_chr10_9000_DBR14_0610010F05Rik_RBR1,lnc_inter_chr10_9000_DBR15_0610010F05Rik_RBR1,lnc_inter_chr10_9000_DBR16_0610010F05Rik_RBR1,lnc_inter_chr10_9000_DBR17_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_RBR2	2	20	chr11	23634407	23634427	20	2	1	2	24	1	2	16	0.2	0.1	lnc_inter_chr10_9000_DBR6_0610010F05Rik_RBR2
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_RBR3	3	20	chr11	23634445	23634469	24	5	3	1.6666666666666667	64	3.2	5.4	16	0.2	0	lnc_inter_chr10_9000_DBR3_0610010F05Rik_RBR3,lnc_inter_chr10_9000_DBR5_0610010F05Rik_RBR3,lnc_inter_chr10_9000_DBR13_0610010F05Rik_RBR3
lnc_inter_chr10_9000	1110004F10Rik	lnc_inter_chr10_9000_1110004F10Rik_RBR1	1	20	chr7	116092405	116092425	20	1	1	1	20	1	1	16	0.2	0.2	lnc_inter_chr10_9000_DBR5_1110004F10Rik_RBR1
lnc_inter_chr10_9000	1110004F10Rik	lnc_inter_chr10_9000_1110004F10Rik_RBR2	2	20	chr7	116092760	116092780	20	5	4	1.25	87	4	5	16	0.2	0.037500000000000006	lnc_inter_chr10_9000_DBR1_1110004F10Rik_RBR2,lnc_inter_chr10_9000_DBR3_1110004F10Rik_RBR2,lnc_inter_chr10_9000_DBR4_1110004F10Rik_RBR2,lnc_inter_chr10_9000_DBR5_1110004F10Rik_RBR2
lnc_inter_chr10_9000	1110004F10Rik	lnc_inter_chr10_9000_1110004F10Rik_RBR3	3	21.830188679245282	chr7	116092822	116092862	40	53	5	10.6	213	6.277678277801305	83.69203324587323	16.723188405797103	0.1949855072463768	0.2664057971014493	lnc_inter_chr10_9000_DBR2_1110004F10Rik_RBR3,lnc_inter_chr10_9000_DBR3_1110004F10Rik_RBR3,lnc_inter_chr10_9000_DBR6_1110004F10Rik_RBR3,lnc_inter_chr10_9000_DBR7_1110004F10Rik_RBR3,lnc_inter_chr10_9000_DBR8_1110004F10Rik_RBR3
lnc_inter_chr10_9000	1600014C10Rik	lnc_inter_chr10_9000_1600014C10Rik_RBR1	1	20	chr7	38182360	38182380	20	1	1	1	20	1	1	16	0.2	0.2	lnc_inter_chr10_9000_DBR1_1600014C10Rik_RBR1
lnc_inter_chr10_9000	1600014C10Rik	lnc_inter_chr10_9000_1600014C10Rik_RBR2	2	21.2	chr7	38182921	38182947	26	15	3	5	111	3.320158102766799	17.023715415019765	17.36111111111111	0.18638888888888888	0.14083333333333334	lnc_inter_chr10_9000_DBR1_1600014C10Rik_RBR2,lnc_inter_chr10_9000_DBR2_1600014C10Rik_RBR2,lnc_inter_chr10_9000_DBR3_1600014C10Rik_RBR2
lnc_inter_chr10_9000	1810055G02Rik	lnc_inter_chr10_9000_1810055G02Rik_RBR1	1	20	chr19	3708069	3708089	20	1	1	1	20	1	1	16	0.2	0.55	lnc_inter_chr10_9000_DBR1_1810055G02Rik_RBR1
lnc_inter_chr10_9000	2310030G06Rik	lnc_inter_chr10_9000_2310030G06Rik_RBR1	1	23.958333333333332	chr9	50747436	50747481	45	48	6	8	240	7.706069142758297	79.63300961277089	17.079166666666666	0.19408333333333333	0.2564166666666667	lnc_inter_chr10_9000_DBR1_2310030G06Rik_RBR1,lnc_inter_chr10_9000_DBR2_2310030G06Rik_RBR1,lnc_inter_chr10_9000_DBR3_2310030G06Rik_RBR1,lnc_inter_chr10_9000_DBR4_2310030G06Rik_RBR1,lnc_inter_chr10_9000_DBR5_2310030G06Rik_RBR1,lnc_inter_chr10_9000_DBR6_2310030G06Rik_RBR1
lnc_inter_chr10_9000	2410002F23Rik	lnc_inter_chr10_9000_2410002F23Rik_RBR1	1	21	chr7	44246149	44246170	21	1	1	1	21	1	1	17	0.19	0.71	lnc_inter_chr10_9000_DBR1_2410002F23Rik_RBR1
