lnc	gname	DBR_ID	DBR	DBR_chr	DBR_start	DBR_end	DBR_span	DBR_RBR_count	DBR_TFO_count	DBR_RBR_span	DBR_TFO_abj1	DBR_TFO_abj2	DBR_score	DBR_error_rate	DBR_gc_error	BR_list
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR1	1	chr10	440	492	52	1	498	95	3.183928931960428	1585.596608116293	27.512048192771083	0.07817469879518073	0.42877510040160643	lnc_inter_chr10_9000_DBR1_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR2	2	chr10	956	1034	78	1	447	92	3.1306333739342267	1399.3931181485993	25.14765100671141	0.14484563758389263	0.35324384787472035	lnc_inter_chr10_9000_DBR2_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR3	3	chr10	2840	2860	20	1	2	20	1	2	16	0.2	0	lnc_inter_chr10_9000_DBR3_0610010F05Rik_RBR3
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR4	4	chr10	4817	4867	50	1	220	89	3.0202066944315904	664.4454727749498	24.736363636363638	0.1606818181818182	0.3608636363636364	lnc_inter_chr10_9000_DBR4_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR5	5	chr10	5444	5468	24	1	2	24	1.2	2.4	16	0.2	0	lnc_inter_chr10_9000_DBR5_0610010F05Rik_RBR3
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR6	6	chr10	8241	8265	24	1	2	20	1	2	16	0.2	0.1	lnc_inter_chr10_9000_DBR6_0610010F05Rik_RBR2
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR7	7	chr10	8757	8784	27	1	41	73	3.2497285559174807	133.2388707926167	18.097560975609756	0.19365853658536586	0.2863414634146341	lnc_inter_chr10_9000_DBR7_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR8	8	chr10	8826	8891	65	1	1501	95	3.178879550571817	4771.498205408297	27.133910726182545	0.09206129247168555	0.41153231179213856	lnc_inter_chr10_9000_DBR8_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR9	9	chr10	10788	10857	69	1	1471	92	3.079506667273472	4529.954307559277	27.231815091774305	0.08877226376614548	0.4210944935418083	lnc_inter_chr10_9000_DBR9_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR10	10	chr10	12820	12897	77	1	752	87	3.004132610891726	2259.107723390578	23.909574468085108	0.17535904255319149	0.3528590425531915	lnc_inter_chr10_9000_DBR10_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR11	11	chr10	12906	12983	77	1	553	88	3.120887577759251	1725.8508305008656	22.83363471971067	0.19090415913200726	0.30188065099457506	lnc_inter_chr10_9000_DBR11_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR12	12	chr10	13009	13091	82	1	1082	87	2.9404929247493206	3181.613344578765	24.8456561922366	0.16066728280961184	0.3430129390018484	lnc_inter_chr10_9000_DBR12_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR13	13	chr10	16148	16168	20	1	1	20	1	1	16	0.2	0	lnc_inter_chr10_9000_DBR13_0610010F05Rik_RBR3
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR14	14	chr10	19028	19064	36	1	55	82	3.2516222062004325	178.8392213410238	20.436363636363637	0.1892727272727273	0.3936363636363636	lnc_inter_chr10_9000_DBR14_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR15	15	chr10	19327	19401	74	1	1195	96	3.235650824989423	3866.6027358623605	26.423430962343097	0.1100284518828452	0.40826778242677825	lnc_inter_chr10_9000_DBR15_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR16	16	chr10	21042	21109	67	1	712	96	3.2121810235443395	2287.0728887635696	27.327247191011235	0.08584691011235955	0.4170505617977528	lnc_inter_chr10_9000_DBR16_0610010F05Rik_RBR1
lnc_inter_chr10_9000	0610010F05Rik	lnc_inter_chr10_9000_0610010F05Rik_DBR17	17	chr10	23703	23773	70	1	1591	95	3.178119349005425	5056.387884267631	26.785669390320553	0.10389943431803897	0.43490257699560025	lnc_inter_chr10_9000_DBR17_0610010F05Rik_RBR1
lnc_inter_chr10_9000	1110004F10Rik	lnc_inter_chr10_9000_1110004F10Rik_DBR1	1	chr10	5447	5474	27	1	2	20	1	2	16	0.2	0	lnc_inter_chr10_9000_DBR1_1110004F10Rik_RBR2
lnc_inter_chr10_9000	1110004F10Rik	lnc_inter_chr10_9000_1110004F10Rik_DBR2	2	chr10	8154	8261	107	1	46	36	1.6331360946745561	75.12426035502958	17.782608695652176	0.1932608695652174	0.24369565217391304	lnc_inter_chr10_9000_DBR2_1110004F10Rik_RBR3
lnc_inter_chr10_9000	1110004F10Rik	lnc_inter_chr10_9000_1110004F10Rik_DBR3	3	chr10	8266	8306	40	2	4	46	2.278688524590164	4.836065573770492	16.166666666666664	0.19833333333333336	0.10666666666666666	lnc_inter_chr10_9000_DBR3_1110004F10Rik_RBR2,lnc_inter_chr10_9000_DBR3_1110004F10Rik_RBR3
lnc_inter_chr10_9000	1110004F10Rik	lnc_inter_chr10_9000_1110004F10Rik_DBR4	4	chr10	8446	8466	20	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_9000_DBR4_1110004F10Rik_RBR2
lnc_inter_chr10_9000	1110004F10Rik	lnc_inter_chr10_9000_1110004F10Rik_DBR5	5	chr10	16149	16191	42	2	2	40	2	2	16	0.2	0.125	lnc_inter_chr10_9000_DBR5_1110004F10Rik_RBR1,lnc_inter_chr10_9000_DBR5_1110004F10Rik_RBR2
lnc_inter_chr10_9000	1110004F10Rik	lnc_inter_chr10_9000_1110004F10Rik_DBR6	6	chr10	17702	17722	20	1	1	20	1	1	16	0.2	0.3	lnc_inter_chr10_9000_DBR6_1110004F10Rik_RBR3
lnc_inter_chr10_9000	1110004F10Rik	lnc_inter_chr10_9000_1110004F10Rik_DBR7	7	chr10	19061	19092	31	1	2	28	1.3658536585365855	2.731707317073171	16.5	0.195	0.295	lnc_inter_chr10_9000_DBR7_1110004F10Rik_RBR3
lnc_inter_chr10_9000	1110004F10Rik	lnc_inter_chr10_9000_1110004F10Rik_DBR8	8	chr10	21805	21826	21	1	1	21	1	1	17	0.19	0.33	lnc_inter_chr10_9000_DBR8_1110004F10Rik_RBR3
lnc_inter_chr10_9000	1600014C10Rik	lnc_inter_chr10_9000_1600014C10Rik_DBR1	1	chr10	8152	8216	64	2	13	44	2.1383399209486167	14.6600790513834	16.541666666666664	0.19458333333333333	0.17375000000000002	lnc_inter_chr10_9000_DBR1_1600014C10Rik_RBR1,lnc_inter_chr10_9000_DBR1_1600014C10Rik_RBR2
lnc_inter_chr10_9000	1600014C10Rik	lnc_inter_chr10_9000_1600014C10Rik_DBR2	2	chr10	8239	8260	21	1	1	21	1	1	17	0.19	0.14	lnc_inter_chr10_9000_DBR2_1600014C10Rik_RBR2
lnc_inter_chr10_9000	1600014C10Rik	lnc_inter_chr10_9000_1600014C10Rik_DBR3	3	chr10	8272	8298	26	1	2	26	1.1818181818181819	2.3636363636363638	18	0.18	0.135	lnc_inter_chr10_9000_DBR3_1600014C10Rik_RBR2
lnc_inter_chr10_9000	1810055G02Rik	lnc_inter_chr10_9000_1810055G02Rik_DBR1	1	chr10	5228	5248	20	1	1	20	1	1	16	0.2	0.55	lnc_inter_chr10_9000_DBR1_1810055G02Rik_RBR1
lnc_inter_chr10_9000	2310030G06Rik	lnc_inter_chr10_9000_2310030G06Rik_DBR1	1	chr10	8151	8267	116	1	40	43	1.7426545086119554	69.70618034447821	19.975	0.1895	0.2235	lnc_inter_chr10_9000_DBR1_2310030G06Rik_RBR1
lnc_inter_chr10_9000	2310030G06Rik	lnc_inter_chr10_9000_2310030G06Rik_DBR2	2	chr10	8281	8306	25	1	2	28	1.4	2.8	16	0.2	0.175	lnc_inter_chr10_9000_DBR2_2310030G06Rik_RBR1
lnc_inter_chr10_9000	2310030G06Rik	lnc_inter_chr10_9000_2310030G06Rik_DBR3	3	chr10	19048	19084	36	1	2	22	1.1	2.2	16	0.2	0.3	lnc_inter_chr10_9000_DBR3_2310030G06Rik_RBR1
lnc_inter_chr10_9000	2310030G06Rik	lnc_inter_chr10_9000_2310030G06Rik_DBR4	4	chr10	21094	21114	20	1	1	20	1	1	16	0.2	0.2	lnc_inter_chr10_9000_DBR4_2310030G06Rik_RBR1
lnc_inter_chr10_9000	2310030G06Rik	lnc_inter_chr10_9000_2310030G06Rik_DBR5	5	chr10	21439	21460	21	1	2	30	1.4634146341463414	2.926829268292683	16.5	0.195	0.31999999999999995	lnc_inter_chr10_9000_DBR5_2310030G06Rik_RBR1
lnc_inter_chr10_9000	2310030G06Rik	lnc_inter_chr10_9000_2310030G06Rik_DBR6	6	chr10	22417	22439	22	1	1	22	1	1	18	0.18	0.32	lnc_inter_chr10_9000_DBR6_2310030G06Rik_RBR1
lnc_inter_chr10_9000	2410002F23Rik	lnc_inter_chr10_9000_2410002F23Rik_DBR1	1	chr10	12526	12547	21	1	1	21	1	1	17	0.19	0.71	lnc_inter_chr10_9000_DBR1_2410002F23Rik_RBR1
lnc_inter_chr10_9000	2510039O18Rik	lnc_inter_chr10_9000_2510039O18Rik_DBR1	1	chr10	2840	2860	20	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_9000_DBR1_2510039O18Rik_RBR1
lnc_inter_chr10_9000	2510039O18Rik	lnc_inter_chr10_9000_2510039O18Rik_DBR2	2	chr10	5215	5237	22	1	1	22	1	1	18	0.18	0.5	lnc_inter_chr10_9000_DBR2_2510039O18Rik_RBR2
lnc_inter_chr10_9000	2510039O18Rik	lnc_inter_chr10_9000_2510039O18Rik_DBR3	3	chr10	5448	5468	20	1	1	20	1	1	16	0.2	0	lnc_inter_chr10_9000_DBR3_2510039O18Rik_RBR1
lnc_inter_chr10_9000	2510039O18Rik	lnc_inter_chr10_9000_2510039O18Rik_DBR4	4	chr10	8151	8261	110	2	77	95	4.5131260150696235	181.8051465693975	16.93622448979592	0.19104591836734697	0.25051020408163266	lnc_inter_chr10_9000_DBR4_2510039O18Rik_RBR2,lnc_inter_chr10_9000_DBR4_2510039O18Rik_RBR3
lnc_inter_chr10_9000	2510039O18Rik	lnc_inter_chr10_9000_2510039O18Rik_DBR5	5	chr10	8272	8317	45	3	5	66	3.0882200311364816	5.176440062272963	17.166666666666668	0.195	0.14666666666666667	lnc_inter_chr10_9000_DBR5_2510039O18Rik_RBR1,lnc_inter_chr10_9000_DBR5_2510039O18Rik_RBR2,lnc_inter_chr10_9000_DBR5_2510039O18Rik_RBR3
lnc_inter_chr10_9000	2510039O18Rik	lnc_inter_chr10_9000_2510039O18Rik_DBR6	6	chr10	8446	8467	21	1	1	21	1	1	17	0.19	0.095	lnc_inter_chr10_9000_DBR6_2510039O18Rik_RBR3
lnc_inter_chr10_9000	2510039O18Rik	lnc_inter_chr10_9000_2510039O18Rik_DBR7	7	chr10	12519	12571	52	1	11	67	2.7916666666666665	30.708333333333332	19.272727272727273	0.1972727272727273	0.5109090909090909	lnc_inter_chr10_9000_DBR7_2510039O18Rik_RBR2
lnc_inter_chr10_9000	2510039O18Rik	lnc_inter_chr10_9000_2510039O18Rik_DBR8	8	chr10	18070	18092	22	1	2	43	2.0476190476190474	4.095238095238095	17	0.19	0.525	lnc_inter_chr10_9000_DBR8_2510039O18Rik_RBR2
lnc_inter_chr10_9000	2510039O18Rik	lnc_inter_chr10_9000_2510039O18Rik_DBR9	9	chr10	19032	19052	20	1	1	20	1	1	16	0.2	0.3	lnc_inter_chr10_9000_DBR9_2510039O18Rik_RBR3
lnc_inter_chr10_9000	2610507B11Rik	lnc_inter_chr10_9000_2610507B11Rik_DBR1	1	chr10	2834	2863	29	2	40	54	2.5382830626450117	60.99303944315545	17.26923076923077	0.18	0.002192307692307692	lnc_inter_chr10_9000_DBR1_2610507B11Rik_RBR1,lnc_inter_chr10_9000_DBR1_2610507B11Rik_RBR2
lnc_inter_chr10_9000	2610507B11Rik	lnc_inter_chr10_9000_2610507B11Rik_DBR2	2	chr10	5431	5504	73	2	99	63	2.472518782127323	145.30684064847765	20.505102040816325	0.19255102040816327	0.0016836734693877551	lnc_inter_chr10_9000_DBR2_2610507B11Rik_RBR1,lnc_inter_chr10_9000_DBR2_2610507B11Rik_RBR2
lnc_inter_chr10_9000	2610507B11Rik	lnc_inter_chr10_9000_2610507B11Rik_DBR3	3	chr10	6346	6384	38	1	27	28	1.207667731629393	32.60702875399361	18.814814814814813	0.1877777777777778	0.002777777777777778	lnc_inter_chr10_9000_DBR3_2610507B11Rik_RBR1
lnc_inter_chr10_9000	2610507B11Rik	lnc_inter_chr10_9000_2610507B11Rik_DBR4	4	chr10	8151	8213	62	1	20	31	1.3333333333333333	26.666666666666664	18.7	0.1955	0.02525	lnc_inter_chr10_9000_DBR4_2610507B11Rik_RBR1
lnc_inter_chr10_9000	2610507B11Rik	lnc_inter_chr10_9000_2610507B11Rik_DBR5	5	chr10	8234	8304	70	1	65	36	1.5214564369310792	98.89466840052015	19.2	0.18830769230769231	0.012061538461538462	lnc_inter_chr10_9000_DBR5_2610507B11Rik_RBR1
lnc_inter_chr10_9000	2610507B11Rik	lnc_inter_chr10_9000_2610507B11Rik_DBR6	6	chr10	8442	8482	40	1	30	38	1.678939617083947	50.36818851251841	18.366666666666667	0.188	0.008633333333333333	lnc_inter_chr10_9000_DBR6_2610507B11Rik_RBR1
lnc_inter_chr10_9000	2610507B11Rik	lnc_inter_chr10_9000_2610507B11Rik_DBR7	7	chr10	12544	12568	24	1	2	20	1	2	16	0.2	0.65	lnc_inter_chr10_9000_DBR7_2610507B11Rik_RBR3
lnc_inter_chr10_9000	2610507B11Rik	lnc_inter_chr10_9000_2610507B11Rik_DBR8	8	chr10	16147	16172	25	1	23	38	1.8322851153039832	42.142557651991616	16.73913043478261	0.19260869565217392	0.014608695652173913	lnc_inter_chr10_9000_DBR8_2610507B11Rik_RBR1
lnc_inter_chr10_9000	2610507B11Rik	lnc_inter_chr10_9000_2610507B11Rik_DBR9	9	chr10	16177	16200	23	1	4	28	1.4	5.6	16	0.2	0.07500000000000001	lnc_inter_chr10_9000_DBR9_2610507B11Rik_RBR1
lnc_inter_chr10_9000	2610507B11Rik	lnc_inter_chr10_9000_2610507B11Rik_DBR10	10	chr10	23046	23068	22	1	18	31	1.4840425531914894	26.71276595744681	16.944444444444443	0.18833333333333332	0.007833333333333333	lnc_inter_chr10_9000_DBR10_2610507B11Rik_RBR1
lnc_inter_chr10_9000	2810004N23Rik	lnc_inter_chr10_9000_2810004N23Rik_DBR1	1	chr10	12532	12552	20	1	1	20	1	1	16	0.2	0.55	lnc_inter_chr10_9000_DBR1_2810004N23Rik_RBR1
lnc_inter_chr10_9000	2900026A02Rik	lnc_inter_chr10_9000_2900026A02Rik_DBR1	1	chr10	2835	2860	25	2	4	43	2.1311475409836067	4.39344262295082	16.166666666666664	0.19833333333333336	0.0325	lnc_inter_chr10_9000_DBR1_2900026A02Rik_RBR1,lnc_inter_chr10_9000_DBR1_2900026A02Rik_RBR2
lnc_inter_chr10_9000	2900026A02Rik	lnc_inter_chr10_9000_2900026A02Rik_DBR2	2	chr10	5431	5490	59	2	5	41	2.037037037037037	5.148148148148148	16.125	0.19875	0.025	lnc_inter_chr10_9000_DBR2_2900026A02Rik_RBR1,lnc_inter_chr10_9000_DBR2_2900026A02Rik_RBR2
lnc_inter_chr10_9000	2900026A02Rik	lnc_inter_chr10_9000_2900026A02Rik_DBR3	3	chr10	8152	8220	68	2	42	57	2.48	61.68	18.146341463414636	0.19402439024390244	0.08323170731707318	lnc_inter_chr10_9000_DBR3_2900026A02Rik_RBR1,lnc_inter_chr10_9000_DBR3_2900026A02Rik_RBR2
lnc_inter_chr10_9000	2900026A02Rik	lnc_inter_chr10_9000_2900026A02Rik_DBR4	4	chr10	8235	8261	26	2	5	51	2.4761904761904763	6.904761904761905	16.625	0.18875	0.078875	lnc_inter_chr10_9000_DBR4_2900026A02Rik_RBR1,lnc_inter_chr10_9000_DBR4_2900026A02Rik_RBR2
lnc_inter_chr10_9000	2900026A02Rik	lnc_inter_chr10_9000_2900026A02Rik_DBR5	5	chr10	8263	8304	41	2	12	62	2.7751295336787565	17.40103626943005	18.125	0.17875	0.07575000000000001	lnc_inter_chr10_9000_DBR5_2900026A02Rik_RBR1,lnc_inter_chr10_9000_DBR5_2900026A02Rik_RBR2
lnc_inter_chr10_9000	2900026A02Rik	lnc_inter_chr10_9000_2900026A02Rik_DBR6	6	chr10	8447	8467	20	1	1	20	1	1	16	0.2	0.05	lnc_inter_chr10_9000_DBR6_2900026A02Rik_RBR2
lnc_inter_chr10_9000	2900026A02Rik	lnc_inter_chr10_9000_2900026A02Rik_DBR7	7	chr10	16155	16175	20	1	1	20	1	1	16	0.2	0.15	lnc_inter_chr10_9000_DBR7_2900026A02Rik_RBR1
lnc_inter_chr10_9000	2900026A02Rik	lnc_inter_chr10_9000_2900026A02Rik_DBR8	8	chr10	19067	19087	20	1	1	20	1	1	16	0.2	0.25	lnc_inter_chr10_9000_DBR8_2900026A02Rik_RBR1
lnc_inter_chr10_9000	3110082I17Rik	lnc_inter_chr10_9000_3110082I17Rik_DBR1	1	chr10	438	458	20	1	1	20	1	1	17	0.15	0.45	lnc_inter_chr10_9000_DBR1_3110082I17Rik_RBR2
lnc_inter_chr10_9000	3110082I17Rik	lnc_inter_chr10_9000_3110082I17Rik_DBR2	2	chr10	8205	8225	20	1	1	20	1	1	16	0.2	0.35	lnc_inter_chr10_9000_DBR2_3110082I17Rik_RBR1
lnc_inter_chr10_9000	3110082I17Rik	lnc_inter_chr10_9000_3110082I17Rik_DBR3	3	chr10	12223	12243	20	1	1	20	1	1	16	0.2	0.35	lnc_inter_chr10_9000_DBR3_3110082I17Rik_RBR2
lnc_inter_chr10_9000	3110082I17Rik	lnc_inter_chr10_9000_3110082I17Rik_DBR4	4	chr10	16149	16169	20	1	1	20	1	1	16	0.2	0.15	lnc_inter_chr10_9000_DBR4_3110082I17Rik_RBR3
lnc_inter_chr10_9000	3110082I17Rik	lnc_inter_chr10_9000_3110082I17Rik_DBR5	5	chr10	19031	19052	21	1	1	21	1	1	17	0.19	0.38	lnc_inter_chr10_9000_DBR5_3110082I17Rik_RBR2
lnc_inter_chr10_9000	9130401M01Rik	lnc_inter_chr10_9000_9130401M01Rik_DBR1	1	chr10	19075	19095	20	1	1	20	1	1	16	0.2	0.25	lnc_inter_chr10_9000_DBR1_9130401M01Rik_RBR1
lnc_inter_chr10_9000	A430005L14Rik	lnc_inter_chr10_9000_A430005L14Rik_DBR1	1	chr10	437	497	60	1	30	36	1.2765957446808511	38.297872340425535	22.733333333333334	0.193	0.4056666666666667	lnc_inter_chr10_9000_DBR1_A430005L14Rik_RBR2
lnc_inter_chr10_9000	A430005L14Rik	lnc_inter_chr10_9000_A430005L14Rik_DBR2	2	chr10	952	998	46	1	13	36	1.426829268292683	18.54878048780488	20.46153846153846	0.18769230769230769	0.3923076923076923	lnc_inter_chr10_9000_DBR2_A430005L14Rik_RBR2
lnc_inter_chr10_9000	A430005L14Rik	lnc_inter_chr10_9000_A430005L14Rik_DBR3	3	chr10	4814	4859	45	1	6	26	1.21875	7.3125	17.166666666666668	0.195	0.3983333333333333	lnc_inter_chr10_9000_DBR3_A430005L14Rik_RBR2
lnc_inter_chr10_9000	A430005L14Rik	lnc_inter_chr10_9000_A430005L14Rik_DBR4	4	chr10	8154	8213	59	1	11	24	1.104602510460251	12.150627615062762	17.727272727272727	0.1827272727272727	0.14090909090909093	lnc_inter_chr10_9000_DBR4_A430005L14Rik_RBR1
lnc_inter_chr10_9000	A430005L14Rik	lnc_inter_chr10_9000_A430005L14Rik_DBR5	5	chr10	8238	8261	23	1	2	22	1.0731707317073171	2.1463414634146343	17	0.17	0.14500000000000002	lnc_inter_chr10_9000_DBR5_A430005L14Rik_RBR1
