lnc	DBD	DBD_chr	DBD_start	DBD_end	DBD_start_mm10	DBD_end_mm10	DBD_span	DBD_geneRegion_Count	DBD_DBR_Count	DBD_DBR_RBR_Count	DBD_TFO_Count	DBD_TFO_Avg	DBD_TFO_Max	DBD_abj1_Total	DBD_abj1_Avg	DBD_abj1_Max	DBD_abj1_Avg_byRegion	DBD_abj2_Total	DBD_abj2_Avg	DBD_abj2_Avg_byRegion	DBD_score	DBD_error_rate	DBD_gc_error	DBD_geneRegion_list	DBD_DBR_list	DBD_BR_list
lnc_inter_chr10_8711	4	chr10	2611	2639	17662326	17662354	28	7	7	7	20	2.857142857142857	4	9.365853658536587	1.3379790940766552	1.85	0.1911398705823793	27.931707317073172	3.9902439024390244	0.570034843205575	16.178571428571427	0.19392857142857142	0.08202380952380953	Arl8b,2610507B11Rik,Acp6,Actb,Aebp2,Aen,Arntl	lnc_inter_chr10_8711_Arl8b_DBR2,lnc_inter_chr10_8711_2610507B11Rik_DBR1,lnc_inter_chr10_8711_Acp6_DBR2,lnc_inter_chr10_8711_Actb_DBR3,lnc_inter_chr10_8711_Aebp2_DBR3,lnc_inter_chr10_8711_Aen_DBR1,lnc_inter_chr10_8711_Arntl_DBR2	lnc_inter_chr10_8711_DBR2_Arl8b_RBR1,lnc_inter_chr10_8711_DBR1_2610507B11Rik_RBR1,lnc_inter_chr10_8711_DBR2_Acp6_RBR1,lnc_inter_chr10_8711_DBR3_Actb_RBR1,lnc_inter_chr10_8711_DBR3_Aebp2_RBR2,lnc_inter_chr10_8711_DBR1_Aen_RBR3,lnc_inter_chr10_8711_DBR2_Arntl_RBR1
lnc_inter_chr10_8711	5	chr10	2912	2946	17662627	17662661	34	4	4	4	13	3.25	6	6.5831233806843565	1.6457808451710891	2.123076923076923	0.4114452112927723	23.689323684445636	5.922330921111409	1.4805827302778523	16.708333333333332	0.19625	0.07033333333333333	Acp6,Adamts6,Aebp2,Anxa7	lnc_inter_chr10_8711_Acp6_DBR3,lnc_inter_chr10_8711_Adamts6_DBR5,lnc_inter_chr10_8711_Aebp2_DBR4,lnc_inter_chr10_8711_Anxa7_DBR2	lnc_inter_chr10_8711_DBR3_Acp6_RBR1,lnc_inter_chr10_8711_DBR5_Adamts6_RBR2,lnc_inter_chr10_8711_DBR4_Aebp2_RBR2,lnc_inter_chr10_8711_DBR2_Anxa7_RBR1
lnc_inter_chr10_8711	6	chr10	3207	3244	17662922	17662959	37	34	34	46	657	19.323529411764707	62	71.2473498564527	2.095510289895668	6.927099841521394	0.0616326555851667	1356.7945243249453	39.905721303674866	1.1736976854022019	16.806387021742836	0.17982667587220075	0.04779255142029211	Anapc15,1110004F10Rik,2900026A02Rik,Aarsd1,Abca8a,Acbd3,Actr1a,Actr5,Aen,Agrn,Agtr1a,Ahsa1,Alg6,Amigo2,Ankrd54,Aox3,Ap1g1,Arpc2,Arrdc2,Arsb,2610507B11Rik,Actb,Actr8,Adamts6,Akirin2,Anapc1,Antxr2,Anxa7,Arcn1,Arl5a,Arntl,Aebp2,Acp6,Arl8b	lnc_inter_chr10_8711_Anapc15_DBR2,lnc_inter_chr10_8711_1110004F10Rik_DBR1,lnc_inter_chr10_8711_2900026A02Rik_DBR1,lnc_inter_chr10_8711_Aarsd1_DBR1,lnc_inter_chr10_8711_Abca8a_DBR2,lnc_inter_chr10_8711_Acbd3_DBR1,lnc_inter_chr10_8711_Actr1a_DBR1,lnc_inter_chr10_8711_Actr5_DBR1,lnc_inter_chr10_8711_Aen_DBR2,lnc_inter_chr10_8711_Agrn_DBR2,lnc_inter_chr10_8711_Agtr1a_DBR3,lnc_inter_chr10_8711_Ahsa1_DBR1,lnc_inter_chr10_8711_Alg6_DBR1,lnc_inter_chr10_8711_Amigo2_DBR1,lnc_inter_chr10_8711_Ankrd54_DBR1,lnc_inter_chr10_8711_Aox3_DBR2,lnc_inter_chr10_8711_Ap1g1_DBR1,lnc_inter_chr10_8711_Arpc2_DBR1,lnc_inter_chr10_8711_Arrdc2_DBR1,lnc_inter_chr10_8711_Arsb_DBR1,lnc_inter_chr10_8711_2610507B11Rik_DBR3,lnc_inter_chr10_8711_Actb_DBR4,lnc_inter_chr10_8711_Actr8_DBR3,lnc_inter_chr10_8711_Adamts6_DBR6,lnc_inter_chr10_8711_Akirin2_DBR3,lnc_inter_chr10_8711_Anapc1_DBR2,lnc_inter_chr10_8711_Antxr2_DBR2,lnc_inter_chr10_8711_Anxa7_DBR3,lnc_inter_chr10_8711_Arcn1_DBR3,lnc_inter_chr10_8711_Arl5a_DBR2,lnc_inter_chr10_8711_Arntl_DBR4,lnc_inter_chr10_8711_Aebp2_DBR5,lnc_inter_chr10_8711_Acp6_DBR4,lnc_inter_chr10_8711_Arl8b_DBR3	lnc_inter_chr10_8711_DBR2_Anapc15_RBR3,lnc_inter_chr10_8711_DBR1_1110004F10Rik_RBR1,lnc_inter_chr10_8711_DBR1_1110004F10Rik_RBR2,lnc_inter_chr10_8711_DBR1_2900026A02Rik_RBR1,lnc_inter_chr10_8711_DBR1_Aarsd1_RBR1,lnc_inter_chr10_8711_DBR2_Abca8a_RBR1,lnc_inter_chr10_8711_DBR2_Abca8a_RBR2,lnc_inter_chr10_8711_DBR1_Acbd3_RBR1,lnc_inter_chr10_8711_DBR1_Actr1a_RBR1,lnc_inter_chr10_8711_DBR1_Actr5_RBR1,lnc_inter_chr10_8711_DBR1_Actr5_RBR2,lnc_inter_chr10_8711_DBR1_Actr5_RBR3,lnc_inter_chr10_8711_DBR2_Aen_RBR3,lnc_inter_chr10_8711_DBR2_Aen_RBR4,lnc_inter_chr10_8711_DBR2_Agrn_RBR2,lnc_inter_chr10_8711_DBR3_Agtr1a_RBR1,lnc_inter_chr10_8711_DBR1_Ahsa1_RBR1,lnc_inter_chr10_8711_DBR1_Ahsa1_RBR2,lnc_inter_chr10_8711_DBR1_Alg6_RBR1,lnc_inter_chr10_8711_DBR1_Amigo2_RBR1,lnc_inter_chr10_8711_DBR1_Ankrd54_RBR1,lnc_inter_chr10_8711_DBR2_Aox3_RBR2,lnc_inter_chr10_8711_DBR1_Ap1g1_RBR1,lnc_inter_chr10_8711_DBR1_Arpc2_RBR1,lnc_inter_chr10_8711_DBR1_Arrdc2_RBR1,lnc_inter_chr10_8711_DBR1_Arsb_RBR1,lnc_inter_chr10_8711_DBR3_2610507B11Rik_RBR1,lnc_inter_chr10_8711_DBR4_Actb_RBR1,lnc_inter_chr10_8711_DBR3_Actr8_RBR1,lnc_inter_chr10_8711_DBR6_Adamts6_RBR2,lnc_inter_chr10_8711_DBR6_Adamts6_RBR3,lnc_inter_chr10_8711_DBR6_Adamts6_RBR4,lnc_inter_chr10_8711_DBR3_Akirin2_RBR1,lnc_inter_chr10_8711_DBR2_Anapc1_RBR1,lnc_inter_chr10_8711_DBR2_Antxr2_RBR1,lnc_inter_chr10_8711_DBR2_Antxr2_RBR2,lnc_inter_chr10_8711_DBR3_Anxa7_RBR1,lnc_inter_chr10_8711_DBR3_Arcn1_RBR1,lnc_inter_chr10_8711_DBR2_Arl5a_RBR1,lnc_inter_chr10_8711_DBR4_Arntl_RBR1,lnc_inter_chr10_8711_DBR5_Aebp2_RBR2,lnc_inter_chr10_8711_DBR4_Acp6_RBR1,lnc_inter_chr10_8711_DBR4_Acp6_RBR2,lnc_inter_chr10_8711_DBR4_Acp6_RBR3,lnc_inter_chr10_8711_DBR3_Arl8b_RBR1,lnc_inter_chr10_8711_DBR3_Arl8b_RBR2
lnc_inter_chr10_8711	7	chr10	3243	3272	17662958	17662987	29	19	19	21	345	18.157894736842106	41	34.896280120148525	1.83664632211308	3.722053231939164	0.09666559590068842	633.661670644941	33.35061424447058	1.755295486551083	16.757004747311484	0.1685461601932096	0.006887396963973251	Agrn,Alg6,Ankrd54,Ap1g1,Arpc2,Arsb,2610507B11Rik,Acp6,Actb,Actr8,Adamts6,Aebp2,Akirin2,Anapc1,Antxr2,Anxa7,Arcn1,Arl5a,Arntl	lnc_inter_chr10_8711_Agrn_DBR3,lnc_inter_chr10_8711_Alg6_DBR2,lnc_inter_chr10_8711_Ankrd54_DBR2,lnc_inter_chr10_8711_Ap1g1_DBR2,lnc_inter_chr10_8711_Arpc2_DBR2,lnc_inter_chr10_8711_Arsb_DBR2,lnc_inter_chr10_8711_2610507B11Rik_DBR4,lnc_inter_chr10_8711_Acp6_DBR5,lnc_inter_chr10_8711_Actb_DBR5,lnc_inter_chr10_8711_Actr8_DBR4,lnc_inter_chr10_8711_Adamts6_DBR7,lnc_inter_chr10_8711_Aebp2_DBR6,lnc_inter_chr10_8711_Akirin2_DBR4,lnc_inter_chr10_8711_Anapc1_DBR3,lnc_inter_chr10_8711_Antxr2_DBR3,lnc_inter_chr10_8711_Anxa7_DBR4,lnc_inter_chr10_8711_Arcn1_DBR4,lnc_inter_chr10_8711_Arl5a_DBR3,lnc_inter_chr10_8711_Arntl_DBR5	lnc_inter_chr10_8711_DBR3_Agrn_RBR2,lnc_inter_chr10_8711_DBR2_Alg6_RBR1,lnc_inter_chr10_8711_DBR2_Ankrd54_RBR1,lnc_inter_chr10_8711_DBR2_Ap1g1_RBR1,lnc_inter_chr10_8711_DBR2_Arpc2_RBR1,lnc_inter_chr10_8711_DBR2_Arsb_RBR1,lnc_inter_chr10_8711_DBR4_2610507B11Rik_RBR1,lnc_inter_chr10_8711_DBR5_Acp6_RBR1,lnc_inter_chr10_8711_DBR5_Acp6_RBR2,lnc_inter_chr10_8711_DBR5_Actb_RBR1,lnc_inter_chr10_8711_DBR4_Actr8_RBR1,lnc_inter_chr10_8711_DBR7_Adamts6_RBR2,lnc_inter_chr10_8711_DBR7_Adamts6_RBR3,lnc_inter_chr10_8711_DBR6_Aebp2_RBR2,lnc_inter_chr10_8711_DBR4_Akirin2_RBR1,lnc_inter_chr10_8711_DBR3_Anapc1_RBR1,lnc_inter_chr10_8711_DBR3_Antxr2_RBR2,lnc_inter_chr10_8711_DBR4_Anxa7_RBR1,lnc_inter_chr10_8711_DBR4_Arcn1_RBR1,lnc_inter_chr10_8711_DBR3_Arl5a_RBR1,lnc_inter_chr10_8711_DBR5_Arntl_RBR1
lnc_inter_chr10_8711	8	chr10	3772	3795	17663487	17663510	23	2	2	2	12	6	10	4.02029702970297	2.010148514851485	2.9702970297029703	1.0050742574257425	31.802970297029702	15.901485148514851	7.950742574257426	16.1	0.199	0.11950000000000001	Agtr1a,Arl8b	lnc_inter_chr10_8711_Agtr1a_DBR4,lnc_inter_chr10_8711_Arl8b_DBR5	lnc_inter_chr10_8711_DBR4_Agtr1a_RBR1,lnc_inter_chr10_8711_DBR5_Arl8b_RBR2
lnc_inter_chr10_8711	10	chr10	4643	4696	17664358	17664411	53	20	20	21	866	43.3	228	37.24882918337852	1.862441459168926	4.293400286944046	0.0931220729584463	2673.6838541773795	133.68419270886898	6.684209635443449	19.312481796062244	0.17502665995004252	0.3861521667846616	Abca3,Agtr1a,Abcd2,Ankrd28,Aox3,Araf,A430005L14Rik,Actb,Aen,Apoh,Arap2,Adamts6,Arhgef19,0610010F05Rik,Abca8a,Abcb7,Aebp2,Ankrd46,Arid1b,Arpp19	lnc_inter_chr10_8711_Abca3_DBR1,lnc_inter_chr10_8711_Agtr1a_DBR5,lnc_inter_chr10_8711_Abcd2_DBR3,lnc_inter_chr10_8711_Ankrd28_DBR1,lnc_inter_chr10_8711_Aox3_DBR4,lnc_inter_chr10_8711_Araf_DBR1,lnc_inter_chr10_8711_A430005L14Rik_DBR1,lnc_inter_chr10_8711_Actb_DBR7,lnc_inter_chr10_8711_Aen_DBR4,lnc_inter_chr10_8711_Apoh_DBR1,lnc_inter_chr10_8711_Arap2_DBR1,lnc_inter_chr10_8711_Adamts6_DBR8,lnc_inter_chr10_8711_Arhgef19_DBR1,lnc_inter_chr10_8711_0610010F05Rik_DBR2,lnc_inter_chr10_8711_Abca8a_DBR4,lnc_inter_chr10_8711_Abcb7_DBR1,lnc_inter_chr10_8711_Aebp2_DBR7,lnc_inter_chr10_8711_Ankrd46_DBR1,lnc_inter_chr10_8711_Arid1b_DBR1,lnc_inter_chr10_8711_Arpp19_DBR1	lnc_inter_chr10_8711_DBR1_Abca3_RBR1,lnc_inter_chr10_8711_DBR5_Agtr1a_RBR1,lnc_inter_chr10_8711_DBR3_Abcd2_RBR1,lnc_inter_chr10_8711_DBR1_Ankrd28_RBR1,lnc_inter_chr10_8711_DBR4_Aox3_RBR1,lnc_inter_chr10_8711_DBR1_Araf_RBR1,lnc_inter_chr10_8711_DBR1_A430005L14Rik_RBR2,lnc_inter_chr10_8711_DBR7_Actb_RBR1,lnc_inter_chr10_8711_DBR4_Aen_RBR1,lnc_inter_chr10_8711_DBR1_Apoh_RBR1,lnc_inter_chr10_8711_DBR1_Arap2_RBR1,lnc_inter_chr10_8711_DBR8_Adamts6_RBR5,lnc_inter_chr10_8711_DBR1_Arhgef19_RBR1,lnc_inter_chr10_8711_DBR2_0610010F05Rik_RBR2,lnc_inter_chr10_8711_DBR4_Abca8a_RBR3,lnc_inter_chr10_8711_DBR4_Abca8a_RBR4,lnc_inter_chr10_8711_DBR1_Abcb7_RBR3,lnc_inter_chr10_8711_DBR7_Aebp2_RBR4,lnc_inter_chr10_8711_DBR1_Ankrd46_RBR1,lnc_inter_chr10_8711_DBR1_Arid1b_RBR2,lnc_inter_chr10_8711_DBR1_Arpp19_RBR1
lnc_inter_chr10_8711	11	chr10	4815	4836	17664530	17664551	21	3	3	4	8	2.6666666666666665	4	5.143902439024391	1.7146341463414634	2.9	0.5715447154471545	11.18780487804878	3.7292682926829266	1.2430894308943088	16.61111111111111	0.18944444444444444	0.1188888888888889	Acp6,Adamts6,Arl8b	lnc_inter_chr10_8711_Acp6_DBR7,lnc_inter_chr10_8711_Adamts6_DBR9,lnc_inter_chr10_8711_Arl8b_DBR6	lnc_inter_chr10_8711_DBR7_Acp6_RBR1,lnc_inter_chr10_8711_DBR9_Adamts6_RBR2,lnc_inter_chr10_8711_DBR9_Adamts6_RBR3,lnc_inter_chr10_8711_DBR6_Arl8b_RBR2
lnc_inter_chr10_8711	12	chr10	8679	8707	17668394	17668422	28	2	2	2	4	2	2	3.25	1.625	2.05	0.8125	6.5	3.25	1.625	17	0.2	0.445	Apoh,Abcg2	lnc_inter_chr10_8711_Apoh_DBR2,lnc_inter_chr10_8711_Abcg2_DBR2	lnc_inter_chr10_8711_DBR2_Apoh_RBR1,lnc_inter_chr10_8711_DBR2_Abcg2_RBR1
lnc_inter_chr10_8711	13	chr10	10526	10550	17670241	17670265	24	4	4	4	9	2.25	3	6.699361207897794	1.6748403019744484	2.3	0.4187100754936121	15.698722415795586	3.9246806039488966	0.9811701509872242	16.541666666666668	0.18791666666666668	0.3675	Agtr1a,Abca8a,Abcb7,Adamts6	lnc_inter_chr10_8711_Agtr1a_DBR10,lnc_inter_chr10_8711_Abca8a_DBR5,lnc_inter_chr10_8711_Abcb7_DBR2,lnc_inter_chr10_8711_Adamts6_DBR10	lnc_inter_chr10_8711_DBR10_Agtr1a_RBR1,lnc_inter_chr10_8711_DBR5_Abca8a_RBR3,lnc_inter_chr10_8711_DBR2_Abcb7_RBR3,lnc_inter_chr10_8711_DBR10_Adamts6_RBR5
lnc_inter_chr10_8711	14	chr10	11642	11700	17671357	17671415	58	6	6	7	46	7.666666666666667	26	10.382428040480749	1.7304046734134582	3.2357247437774523	0.288400778902243	110.0724330818035	18.345405513633917	3.057567585605653	18.1007326007326	0.19213369963369964	0.43268620268620267	Arpp19,Apip,Afg3l1,Abcd2,Apoh,Aen	lnc_inter_chr10_8711_Arpp19_DBR2,lnc_inter_chr10_8711_Apip_DBR1,lnc_inter_chr10_8711_Afg3l1_DBR1,lnc_inter_chr10_8711_Abcd2_DBR4,lnc_inter_chr10_8711_Apoh_DBR3,lnc_inter_chr10_8711_Aen_DBR6	lnc_inter_chr10_8711_DBR2_Arpp19_RBR1,lnc_inter_chr10_8711_DBR1_Apip_RBR1,lnc_inter_chr10_8711_DBR1_Afg3l1_RBR1,lnc_inter_chr10_8711_DBR1_Afg3l1_RBR2,lnc_inter_chr10_8711_DBR4_Abcd2_RBR1,lnc_inter_chr10_8711_DBR3_Apoh_RBR1,lnc_inter_chr10_8711_DBR6_Aen_RBR1
