lnc	DBD	DBD_chr	DBD_start	DBD_end	DBD_start_mm10	DBD_end_mm10	DBD_span	DBD_geneRegion_Count	DBD_DBR_Count	DBD_DBR_RBR_Count	DBD_TFO_Count	DBD_TFO_Avg	DBD_TFO_Max	DBD_abj1_Total	DBD_abj1_Avg	DBD_abj1_Max	DBD_abj1_Avg_byRegion	DBD_abj2_Total	DBD_abj2_Avg	DBD_abj2_Avg_byRegion	DBD_score	DBD_error_rate	DBD_gc_error
lnc_inter_chr10_8711	4	chr10	2611	2639	17662326	17662354	28	7	7	7	20	2.857142857142857	4	9.365853658536587	1.3379790940766552	1.85	0.1911398705823793	27.931707317073172	3.9902439024390244	0.570034843205575	16.178571428571427	0.19392857142857142	0.08202380952380953
lnc_inter_chr10_8711	5	chr10	2912	2946	17662627	17662661	34	4	4	4	13	3.25	6	6.5831233806843565	1.6457808451710891	2.123076923076923	0.4114452112927723	23.689323684445636	5.922330921111409	1.4805827302778523	16.708333333333332	0.19625	0.07033333333333333
lnc_inter_chr10_8711	6	chr10	3207	3244	17662922	17662959	37	34	34	46	657	19.323529411764707	62	71.2473498564527	2.095510289895668	6.927099841521394	0.0616326555851667	1356.7945243249453	39.905721303674866	1.1736976854022019	16.806387021742836	0.17982667587220075	0.04779255142029211
lnc_inter_chr10_8711	7	chr10	3243	3272	17662958	17662987	29	19	19	21	345	18.157894736842106	41	34.896280120148525	1.83664632211308	3.722053231939164	0.09666559590068842	633.661670644941	33.35061424447058	1.755295486551083	16.757004747311484	0.1685461601932096	0.006887396963973251
lnc_inter_chr10_8711	8	chr10	3772	3795	17663487	17663510	23	2	2	2	12	6	10	4.02029702970297	2.010148514851485	2.9702970297029703	1.0050742574257425	31.802970297029702	15.901485148514851	7.950742574257426	16.1	0.199	0.11950000000000001
lnc_inter_chr10_8711	10	chr10	4643	4696	17664358	17664411	53	20	20	21	866	43.3	228	37.24882918337852	1.862441459168926	4.293400286944046	0.0931220729584463	2673.6838541773795	133.68419270886898	6.684209635443449	19.312481796062244	0.17502665995004252	0.3861521667846616
lnc_inter_chr10_8711	11	chr10	4815	4836	17664530	17664551	21	3	3	4	8	2.6666666666666665	4	5.143902439024391	1.7146341463414634	2.9	0.5715447154471545	11.18780487804878	3.7292682926829266	1.2430894308943088	16.61111111111111	0.18944444444444444	0.1188888888888889
lnc_inter_chr10_8711	12	chr10	8679	8707	17668394	17668422	28	2	2	2	4	2	2	3.25	1.625	2.05	0.8125	6.5	3.25	1.625	17	0.2	0.445
lnc_inter_chr10_8711	13	chr10	10526	10550	17670241	17670265	24	4	4	4	9	2.25	3	6.699361207897794	1.6748403019744484	2.3	0.4187100754936121	15.698722415795586	3.9246806039488966	0.9811701509872242	16.541666666666668	0.18791666666666668	0.3675
lnc_inter_chr10_8711	14	chr10	11642	11700	17671357	17671415	58	6	6	7	46	7.666666666666667	26	10.382428040480749	1.7304046734134582	3.2357247437774523	0.288400778902243	110.0724330818035	18.345405513633917	3.057567585605653	18.1007326007326	0.19213369963369964	0.43268620268620267
lnc_inter_chr10_8711	15	chr10	11642	11786	17671357	17671501	144	20	20	24	7755	387.75	1735	38.27524511199376	1.913762255599688	4.181159840101964	0.0956881127799844	21735.077366599446	1086.7538683299722	54.33769341649861	20.718725511953924	0.1704268075986122	0.39668498121944606
lnc_inter_chr10_8711	16	chr10	11933	11961	17671648	17671676	28	6	6	9	36	6	14	12.633452259244578	2.105575376540763	4.155403478756773	0.3509292294234605	70.13800134921794	11.689666891536323	1.9482778152560538	16.479166666666668	0.19187500000000002	0.2570138888888889
lnc_inter_chr10_8711	17	chr10	12003	12034	17671718	17671749	31	4	4	5	16	4	8	6.294880607028908	1.573720151757227	2.1	0.39343003793930675	23.545826917600266	5.8864567294000665	1.4716141823500166	16.385416666666668	0.19614583333333335	0.6888541666666667
lnc_inter_chr10_8711	18	chr10	12247	12276	17671962	17671991	29	4	4	4	12	3	4	5.325466284074606	1.3313665710186515	1.804878048780488	0.3328416427546629	16.80186513629842	4.200466284074605	1.0501165710186513	16.4375	0.195625	0.3825
lnc_inter_chr10_8711	19	chr10	13587	13655	17673302	17673370	68	64	64	88	4145	64.765625	375	119.94892652826287	1.8742019770041074	4.982138998448441	0.029284405890689178	7372.109375069536	115.1892089854615	1.799831390397836	18.497931947422487	0.18334074937366054	0.04404279108053513
lnc_inter_chr10_8711	20	chr10	15791	15821	17675506	17675536	30	7	7	9	53	7.571428571428571	17	13.523125004808174	1.931875000686882	3.2792022792022792	0.27598214295526885	100.97472888314472	14.424961269020674	2.060708752717239	16.586181972789117	0.18441028911564625	0.09573256802721089
lnc_inter_chr10_8711	22	chr10	18275	18309	17677990	17678024	34	11	11	11	134	12.181818181818182	29	24.82496861180429	2.2568153283458443	4.117557251908397	0.2051650298496222	397.839114554135	36.16719223219409	3.2879265665630992	17.91533685310455	0.17758190617609856	0.48717190232634877
lnc_inter_chr10_8711	23	chr10	18331	18359	17678046	17678074	28	20	20	22	258	12.9	39	32.56327256291662	1.628163628145831	3.392102846648301	0.08140818140729154	423.5127664474146	21.17563832237073	1.0587819161185366	16.213766413325235	0.19529933220374399	0.019447084224386013
lnc_inter_chr10_8711	24	chr10	18402	18459	17678117	17678174	57	20	20	21	3451	172.55	756	38.867269621619805	1.9433634810809903	4.092691622103387	0.09716817405404951	9570.901541218036	478.5450770609018	23.92725385304509	21.256881213727798	0.16505922773572637	0.3857287074377629
lnc_inter_chr10_8711	25	chr10	19006	19034	17678721	17678749	28	17	17	18	112	6.588235294117647	19	24.70936906262976	1.4534922978017506	3.0149488591660107	0.08549954692951474	167.4646670307395	9.850862766514087	0.5794625156772992	16.1656543319082	0.19839947908988156	0.013267234262125902
