lnc	gname	RBR_ID	RBR	RBR_avg_len	RBR_chr	RBR_start	RBR_end	RBR_span	RBR_TFO_count_total	RBR_DBR_count	RBR_TFO_count_avg	RBR_DBR_span	RBR_TFO_abj1	RBR_TFO_abj2	RBR_score	RBR_error_rate	RBR_gc_error	BR_list
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_RBR1	1	20	chr11	23633801	23633821	20	2	1	2	41	1	2	16	0.2	0.45	lnc_inter_chr10_9224_DBR34_0610010F05Rik_RBR1
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_RBR2	2	29.368151392446904	chr11	23634239	23634337	98	12101	32	378.15625	1526	97.46565204625456	38843.095417460245	21.85095699107978	0.16214078951123342	0.3722372253108615	lnc_inter_chr10_9224_DBR1_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR2_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR3_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR4_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR5_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR6_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR8_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR9_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR10_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR11_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR13_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR14_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR16_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR17_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR18_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR20_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR22_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR25_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR27_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR28_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR29_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR31_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR32_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR33_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR34_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR35_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR36_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR37_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR38_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR41_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR42_0610010F05Rik_RBR2,lnc_inter_chr10_9224_DBR43_0610010F05Rik_RBR2
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_RBR3	3	20.4375	chr11	23634407	23634430	23	16	13	1.2307692307692308	275	13.3	16.6	16.615384615384617	0.19076923076923077	0.12653846153846154	lnc_inter_chr10_9224_DBR7_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR12_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR15_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR19_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR21_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR23_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR24_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR25_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR26_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR30_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR39_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR40_0610010F05Rik_RBR3,lnc_inter_chr10_9224_DBR44_0610010F05Rik_RBR3
lnc_inter_chr10_9224	0610010F05Rik	lnc_inter_chr10_9224_0610010F05Rik_RBR4	4	20.151515151515152	chr11	23634445	23634478	33	66	6	11	133	7.227397260273973	94.18630136986302	16.037037037037038	0.2	3.7037037037037035e-4	lnc_inter_chr10_9224_DBR7_0610010F05Rik_RBR4,lnc_inter_chr10_9224_DBR12_0610010F05Rik_RBR4,lnc_inter_chr10_9224_DBR15_0610010F05Rik_RBR4,lnc_inter_chr10_9224_DBR39_0610010F05Rik_RBR4,lnc_inter_chr10_9224_DBR40_0610010F05Rik_RBR4,lnc_inter_chr10_9224_DBR44_0610010F05Rik_RBR4
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_RBR1	1	20.25	chr7	116092392	116092413	21	4	3	1.3333333333333333	80	3.05	4.1	16.333333333333332	0.19666666666666668	0.355	lnc_inter_chr10_9224_DBR16_1110004F10Rik_RBR1,lnc_inter_chr10_9224_DBR33_1110004F10Rik_RBR1,lnc_inter_chr10_9224_DBR39_1110004F10Rik_RBR1
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_RBR2	2	20	chr7	116092430	116092450	20	1	1	1	20	1	1	16	0.2	0.45	lnc_inter_chr10_9224_DBR40_1110004F10Rik_RBR2
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_RBR3	3	20.95689655172414	chr7	116092758	116092783	25	116	16	7.25	420	17.172479828294076	134.13543756410837	16.773241697994987	0.19044425516917293	0.05351809210526316	lnc_inter_chr10_9224_DBR2_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR7_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR10_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR11_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR12_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR14_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR15_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR18_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR21_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR22_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR25_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR29_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR35_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR37_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR38_1110004F10Rik_RBR3,lnc_inter_chr10_9224_DBR41_1110004F10Rik_RBR3
lnc_inter_chr10_9224	1110004F10Rik	lnc_inter_chr10_9224_1110004F10Rik_RBR4	4	22.417085427135678	chr7	116092822	116092866	44	199	27	7.37037037037037	983	32.542304079693906	297.2538145699662	17.636239498984597	0.18689353040333434	0.28405380616164927	lnc_inter_chr10_9224_DBR1_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR3_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR4_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR5_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR6_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR7_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR8_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR9_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR13_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR17_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR19_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR20_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR22_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR23_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR24_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR26_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR27_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR28_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR29_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR30_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR31_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR32_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR34_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR35_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR36_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR39_1110004F10Rik_RBR4,lnc_inter_chr10_9224_DBR40_1110004F10Rik_RBR4
lnc_inter_chr10_9224	1110008P14Rik	lnc_inter_chr10_9224_1110008P14Rik_RBR1	1	20	chr2	32382036	32382056	20	1	1	1	20	1	1	16	0.2	0.5	lnc_inter_chr10_9224_DBR1_1110008P14Rik_RBR1
lnc_inter_chr10_9224	1110008P14Rik	lnc_inter_chr10_9224_1110008P14Rik_RBR2	2	20	chr2	32382226	32382246	20	1	1	1	20	1	1	16	0.2	0.4	lnc_inter_chr10_9224_DBR2_1110008P14Rik_RBR2
lnc_inter_chr10_9224	1110008P14Rik	lnc_inter_chr10_9224_1110008P14Rik_RBR3	3	22	chr2	32382290	32382312	22	1	1	1	22	1	1	19	0.14	0.36	lnc_inter_chr10_9224_DBR3_1110008P14Rik_RBR3
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_RBR1	1	20	chr7	38182360	38182380	20	2	2	1	40	2	2	16	0.2	0.2	lnc_inter_chr10_9224_DBR1_1600014C10Rik_RBR1,lnc_inter_chr10_9224_DBR2_1600014C10Rik_RBR1
lnc_inter_chr10_9224	1600014C10Rik	lnc_inter_chr10_9224_1600014C10Rik_RBR2	2	20.791666666666668	chr7	38182921	38182949	28	24	9	2.6666666666666665	240	9.31718931475029	24.63437862950058	16.61111111111111	0.1938888888888889	0.1688888888888889	lnc_inter_chr10_9224_DBR3_1600014C10Rik_RBR2,lnc_inter_chr10_9224_DBR4_1600014C10Rik_RBR2,lnc_inter_chr10_9224_DBR5_1600014C10Rik_RBR2,lnc_inter_chr10_9224_DBR6_1600014C10Rik_RBR2,lnc_inter_chr10_9224_DBR7_1600014C10Rik_RBR2,lnc_inter_chr10_9224_DBR8_1600014C10Rik_RBR2,lnc_inter_chr10_9224_DBR9_1600014C10Rik_RBR2,lnc_inter_chr10_9224_DBR10_1600014C10Rik_RBR2,lnc_inter_chr10_9224_DBR11_1600014C10Rik_RBR2
