lnc	DBR	gname	RBR	RBR_DBR_ID	RBR_DBR_avg_len	RBR_DBR_TFO_count	RBR_DBR_start	RBR_DBR_end	RBR_DBR_score	RBR_DBR_error_rate	RBR_DBR_gc_error	RBR_DBR_RBRspan	RBR_DBR_DBRspan	RBR_DBR_TFO_avg_overlap	RBR_DBR_TFO_adj1	RBR_DBR_TFO_adj2
lnc_inter_chr10_9222	1	0610010F05Rik	1	lnc_inter_chr10_9222_DBR1_0610010F05Rik_RBR1	20	1	23634407	23634427	16	0.2	0.05	20	20	1	1	1
lnc_inter_chr10_9222	1	0610010F05Rik	2	lnc_inter_chr10_9222_DBR1_0610010F05Rik_RBR2	20	18	23634445	23634469	16	0.2	0	24	28	15	1.2	21.599999999999998
lnc_inter_chr10_9222	1	1110004F10Rik	2	lnc_inter_chr10_9222_DBR1_1110004F10Rik_RBR2	21.88888888888889	18	116092758	116092783	17.77777777777778	0.18666666666666668	0.0044444444444444444	25	31	15.76	1.1421319796954315	20.558375634517766
lnc_inter_chr10_9222	1	1600014C10Rik	1	lnc_inter_chr10_9222_DBR1_1600014C10Rik_RBR1	20	1	38182925	38182945	16	0.2	0.15	20	20	1	1	1
lnc_inter_chr10_9222	1	2510039O18Rik	2	lnc_inter_chr10_9222_DBR1_2510039O18Rik_RBR2	26	1	147940480	147940506	21	0.19	0.54	26	26	1	1	1
lnc_inter_chr10_9222	1	2610507B11Rik	1	lnc_inter_chr10_9222_DBR1_2610507B11Rik_RBR1	27.71875	64	78261008	78261046	23.859375	0.140703125	0.011015625000000001	38	42	46.68421052631579	1.370913190529876	87.73844419391206
lnc_inter_chr10_9222	1	2610507B11Rik	2	lnc_inter_chr10_9222_DBR1_2610507B11Rik_RBR2	23	11	78261188	78261215	18.545454545454547	0.19363636363636363	0.0033636363636363634	27	30	9.37037037037037	1.173913043478261	12.913043478260871
lnc_inter_chr10_9222	1	2810004N23Rik	1	lnc_inter_chr10_9222_DBR1_2810004N23Rik_RBR1	20	1	124863516	124863536	16	0.2	0.55	20	20	1	1	1
lnc_inter_chr10_9222	1	2810004N23Rik	2	lnc_inter_chr10_9222_DBR1_2810004N23Rik_RBR2	22	1	124863649	124863671	18	0.18	0.55	22	22	1	1	1
lnc_inter_chr10_9222	1	2900026A02Rik	1	lnc_inter_chr10_9222_DBR1_2900026A02Rik_RBR1	22.08695652173913	23	113221559	113221587	17.91304347826087	0.18782608695652175	0	28	30	18.142857142857142	1.267716535433071	29.157480314960633
lnc_inter_chr10_9222	1	2900026A02Rik	2	lnc_inter_chr10_9222_DBR1_2900026A02Rik_RBR2	21.833333333333332	18	113222250	113222275	17.833333333333332	0.18166666666666667	0	25	34	15.72	1.1450381679389314	20.610687022900766
lnc_inter_chr10_9222	1	A430005L14Rik	1	lnc_inter_chr10_9222_DBR1_A430005L14Rik_RBR1	20	1	153956597	153956617	16	0.2	0.5	20	20	1	1	1
lnc_inter_chr10_9222	1	AI987944	1	lnc_inter_chr10_9222_DBR1_AI987944_RBR1	27.63063063063063	111	41394077	41394233	22.18918918918919	0.19603603603603603	0.5380180180180181	156	39	19.66025641025641	5.645908053472449	626.6957939354419
lnc_inter_chr10_9222	1	Aaas	1	lnc_inter_chr10_9222_DBR1_Aaas_RBR1	20	9	102351549	102351569	16	0.2	0	20	28	9	1	9
lnc_inter_chr10_9222	1	Aarsd1	1	lnc_inter_chr10_9222_DBR1_Aarsd1_RBR1	24.923076923076923	26	101418072	101418107	20.384615384615383	0.18153846153846154	0	35	35	18.514285714285716	1.404320987654321	36.51234567901235
lnc_inter_chr10_9222	1	Aatk	1	lnc_inter_chr10_9222_DBR1_Aatk_RBR1	20.5	2	120047193	120047215	16.5	0.195	0.805	22	22	1.8636363636363635	1.0731707317073171	2.1463414634146343
lnc_inter_chr10_9222	1	Abca8a	1	lnc_inter_chr10_9222_DBR1_Abca8a_RBR1	24.848484848484848	33	110096243	110096281	20.21212121212121	0.18575757575757576	0	38	30	21.57894736842105	1.5292682926829269	50.46585365853659
lnc_inter_chr10_9222	1	Abca8a	2	lnc_inter_chr10_9222_DBR1_Abca8a_RBR2	20	1	110096493	110096513	16	0.2	0.05	20	20	1	1	1
lnc_inter_chr10_9222	1	Abcd2	1	lnc_inter_chr10_9222_DBR1_Abcd2_RBR1	22.476190476190474	21	91192576	91192606	18.047619047619047	0.19666666666666668	0	30	28	15.733333333333333	1.3347457627118644	28.029661016949152
lnc_inter_chr10_9222	1	Abcd2	2	lnc_inter_chr10_9222_DBR1_Abcd2_RBR2	24.714285714285715	14	91192692	91192722	20.214285714285715	0.18214285714285716	0.004785714285714286	30	36	11.533333333333333	1.2138728323699421	16.99421965317919
lnc_inter_chr10_9222	1	Abcg2	1	lnc_inter_chr10_9222_DBR1_Abcg2_RBR1	22	1	58584644	58584666	18	0.18	0.5	22	22	1	1	1
lnc_inter_chr10_9222	1	Acaa2	1	lnc_inter_chr10_9222_DBR1_Acaa2_RBR1	20	1	74778712	74778732	16	0.2	0.5	20	20	1	1	1
lnc_inter_chr10_9222	1	Acaa2	2	lnc_inter_chr10_9222_DBR1_Acaa2_RBR2	20	1	74779130	74779150	16	0.2	0.55	20	20	1	1	1
lnc_inter_chr10_9222	1	Acbd3	1	lnc_inter_chr10_9222_DBR1_Acbd3_RBR1	20.8	10	180725274	180725299	16.7	0.197	0.0133	25	31	8.32	1.2019230769230769	12.019230769230768
lnc_inter_chr10_9222	1	Acbd4	2	lnc_inter_chr10_9222_DBR1_Acbd4_RBR2	20	1	103101659	103101679	16	0.2	0.6	20	20	1	1	1
lnc_inter_chr10_9222	1	Acp6	1	lnc_inter_chr10_9222_DBR1_Acp6_RBR1	27.577319587628867	97	97157812	97157865	23.11340206185567	0.1633814432989691	0.0059587628865979386	53	42	50.471698113207545	1.9218691588785046	186.42130841121494
lnc_inter_chr10_9222	1	Acp6	2	lnc_inter_chr10_9222_DBR1_Acp6_RBR2	26.63888888888889	36	97158208	97158245	21.833333333333332	0.17944444444444446	0.0019166666666666666	37	36	25.91891891891892	1.388946819603754	50.002085505735145
lnc_inter_chr10_9222	1	Acp6	3	lnc_inter_chr10_9222_DBR1_Acp6_RBR3	22.928571428571427	14	97158515	97158539	19	0.17285714285714288	0.012142857142857143	24	37	13.375	1.046728971962617	14.654205607476637
lnc_inter_chr10_9222	1	Acss3	1	lnc_inter_chr10_9222_DBR1_Acss3_RBR1	20	1	107124135	107124155	16	0.2	0.55	20	20	1	1	1
lnc_inter_chr10_9222	1	Actb	1	lnc_inter_chr10_9222_DBR1_Actb_RBR1	28.923076923076923	65	142906886	142906928	24.215384615384615	0.1628153846153846	0.009384615384615385	42	42	44.76190476190476	1.452127659574468	94.38829787234043
lnc_inter_chr10_9222	1	Actn4	1	lnc_inter_chr10_9222_DBR1_Actn4_RBR1	20.714285714285715	14	28963095	28963116	17.428571428571427	0.15714285714285714	0.010357142857142858	21	37	13.80952380952381	1.013793103448276	14.193103448275863
lnc_inter_chr10_9222	1	Actr10	1	lnc_inter_chr10_9222_DBR1_Actr10_RBR1	21	9	70937449	70937475	17.77777777777778	0.15333333333333335	0.8466666666666667	26	22	7.269230769230769	1.2380952380952381	11.142857142857142
lnc_inter_chr10_9222	1	Actr1a	1	lnc_inter_chr10_9222_DBR1_Actr1a_RBR1	22.4	15	46396290	46396325	18.333333333333332	0.18266666666666667	0.008666666666666666	35	31	9.6	1.5625	23.4375
lnc_inter_chr10_9222	1	Actr2	2	lnc_inter_chr10_9222_DBR1_Actr2_RBR2	20	1	20113187	20113207	16	0.2	0.55	20	20	1	1	1
lnc_inter_chr10_9222	1	Actr5	1	lnc_inter_chr10_9222_DBR1_Actr5_RBR1	21.23076923076923	13	158624242	158624267	17.23076923076923	0.18769230769230769	0.007692307692307693	25	33	11.04	1.177536231884058	15.307971014492756
lnc_inter_chr10_9222	1	Actr5	2	lnc_inter_chr10_9222_DBR1_Actr5_RBR2	21.75	4	158624420	158624449	17.5	0.195	0.07025	29	29	3	1.3333333333333333	5.333333333333333
lnc_inter_chr10_9222	1	Actr8	1	lnc_inter_chr10_9222_DBR1_Actr8_RBR1	28.705882352941178	136	29978228	29978290	24.301470588235293	0.1539485294117647	0.0029338235294117648	62	42	62.96774193548387	2.1598360655737703	293.73770491803276
lnc_inter_chr10_9222	1	Acvr1	1	lnc_inter_chr10_9222_DBR1_Acvr1_RBR1	20.6	5	58567213	58567245	16.6	0.194	0.554	32	38	3.21875	1.5533980582524272	7.766990291262136
lnc_inter_chr10_9222	1	Adamts6	4	lnc_inter_chr10_9222_DBR1_Adamts6_RBR4	20	1	104287773	104287793	16	0.2	0.5	20	20	1	1	1
lnc_inter_chr10_9222	1	Adcy6	1	lnc_inter_chr10_9222_DBR1_Adcy6_RBR1	21.5	6	98608463	98608489	17.666666666666668	0.17666666666666667	0.7816666666666667	26	26	4.961538461538462	1.2093023255813953	7.255813953488372
lnc_inter_chr10_9222	1	Adh5	1	lnc_inter_chr10_9222_DBR1_Adh5_RBR1	23.235294117647058	17	138436887	138436915	18.823529411764707	0.19	0	28	28	14.107142857142858	1.2050632911392405	20.486075949367088
lnc_inter_chr10_9222	1	Adh5	2	lnc_inter_chr10_9222_DBR1_Adh5_RBR2	23.36	50	138436952	138436995	18.86	0.1926	0	43	30	27.162790697674417	1.8407534246575343	92.03767123287672
lnc_inter_chr10_9222	1	Aebp2	1	lnc_inter_chr10_9222_DBR1_Aebp2_RBR1	29.02127659574468	141	140622014	140622070	24.319148936170212	0.1614822695035461	0.011872340425531916	56	42	73.07142857142857	1.9296187683284458	272.07624633431084
lnc_inter_chr10_9222	1	Aebp2	2	lnc_inter_chr10_9222_DBR1_Aebp2_RBR2	20.22222222222222	9	140622235	140622257	16.22222222222222	0.19777777777777777	0.005	22	30	8.272727272727273	1.087912087912088	9.791208791208792
lnc_inter_chr10_9222	1	Aen	1	lnc_inter_chr10_9222_DBR1_Aen_RBR1	20.666666666666668	3	78895318	78895340	17	0.17666666666666667	0.04833333333333333	22	23	2.8181818181818183	1.064516129032258	3.193548387096774
lnc_inter_chr10_9222	1	Aen	2	lnc_inter_chr10_9222_DBR1_Aen_RBR2	24.027027027027028	37	78895451	78895487	19.64864864864865	0.18135135135135136	0.022054054054054056	36	42	24.694444444444443	1.498312710911136	55.437570303712036
lnc_inter_chr10_9222	1	Aen	3	lnc_inter_chr10_9222_DBR1_Aen_RBR3	25.96	25	78895504	78895537	21.24	0.1796	0	33	35	19.666666666666668	1.271186440677966	31.779661016949152
lnc_inter_chr10_9222	1	Afg3l1	1	lnc_inter_chr10_9222_DBR1_Afg3l1_RBR1	25.666666666666668	3	123476951	123476983	20.666666666666668	0.19333333333333333	0.5066666666666667	32	44	2.40625	1.2467532467532467	3.74025974025974
lnc_inter_chr10_9222	1	Afg3l2	1	lnc_inter_chr10_9222_DBR1_Afg3l2_RBR1	22.142857142857142	14	67449649	67449675	18.214285714285715	0.1757142857142857	0.0085	26	31	11.923076923076923	1.1741935483870969	16.438709677419357
lnc_inter_chr10_9222	1	Aggf1	1	lnc_inter_chr10_9222_DBR1_Aggf1_RBR1	24.166666666666668	18	95375843	95375871	20	0.17277777777777778	0.0025	28	33	15.535714285714286	1.1586206896551723	20.855172413793102
lnc_inter_chr10_9222	1	Ago1	1	lnc_inter_chr10_9222_DBR1_Ago1_RBR1	20.818181818181817	11	126469324	126469345	17.90909090909091	0.13772727272727273	0.00890909090909091	21	31	10.904761904761905	1.0087336244541485	11.096069868995633
lnc_inter_chr10_9222	1	Agrn	1	lnc_inter_chr10_9222_DBR1_Agrn_RBR1	22.916666666666668	12	156198357	156198383	18.5	0.19166666666666668	0	26	30	10.576923076923077	1.1345454545454545	13.614545454545453
lnc_inter_chr10_9222	1	Agrn	3	lnc_inter_chr10_9222_DBR1_Agrn_RBR3	22.708333333333332	24	156198463	156198487	20.25	0.10966666666666666	0	24	40	22.708333333333332	1.0568807339449542	25.3651376146789
lnc_inter_chr10_9222	1	Agtr1a	2	lnc_inter_chr10_9222_DBR1_Agtr1a_RBR2	20	1	30335771	30335791	16	0.2	0.1	20	20	1	1	1
lnc_inter_chr10_9222	1	Agtr1a	3	lnc_inter_chr10_9222_DBR1_Agtr1a_RBR3	25.22222222222222	45	30335816	30335878	20.377777777777776	0.19244444444444445	0.012666666666666668	62	31	18.306451612903224	2.458149779735683	110.61674008810573
lnc_inter_chr10_9222	1	Ahcyl2	1	lnc_inter_chr10_9222_DBR1_Ahcyl2_RBR1	20.8	10	29767470	29767491	16.8	0.192	0	21	28	9.904761904761905	1.0096153846153846	10.096153846153847
lnc_inter_chr10_9222	1	Ahsa1	2	lnc_inter_chr10_9222_DBR1_Ahsa1_RBR2	22.5	2	87266231	87266260	18.5	0.18	0.44	29	29	1.5517241379310345	1.288888888888889	2.577777777777778
lnc_inter_chr10_9222	1	Aig1	1	lnc_inter_chr10_9222_DBR1_Aig1_RBR1	21.25	8	13869047	13869074	17.625	0.17	0.8125	27	25	6.296296296296297	1.2705882352941176	10.16470588235294
lnc_inter_chr10_9222	1	Aimp1	1	lnc_inter_chr10_9222_DBR1_Aimp1_RBR1	20.333333333333332	3	132684638	132684664	16.333333333333332	0.19666666666666668	0.46	26	27	2.3461538461538463	1.278688524590164	3.836065573770492
lnc_inter_chr10_9222	1	Akap13	1	lnc_inter_chr10_9222_DBR1_Akap13_RBR1	20.5	2	75454876	75454897	16.5	0.195	0.78	21	22	1.9523809523809523	1.024390243902439	2.048780487804878
lnc_inter_chr10_9222	1	Akap9	1	lnc_inter_chr10_9222_DBR1_Akap9_RBR1	20	1	3927308	3927328	17	0.15	0.55	20	20	1	1	1
lnc_inter_chr10_9222	1	Akap9	2	lnc_inter_chr10_9222_DBR1_Akap9_RBR2	20	1	3927652	3927672	16	0.2	0.55	20	20	1	1	1
lnc_inter_chr10_9222	1	Akirin2	1	lnc_inter_chr10_9222_DBR1_Akirin2_RBR1	22.6	25	34550371	34550395	20.56	0.09044	0.00508	24	40	23.541666666666668	1.0619469026548671	26.54867256637168
lnc_inter_chr10_9222	1	Alg6	1	lnc_inter_chr10_9222_DBR1_Alg6_RBR1	22.88	25	99715046	99715070	21.16	0.07648	0	24	40	23.833333333333332	1.048951048951049	26.223776223776223
lnc_inter_chr10_9222	1	Alkbh8	1	lnc_inter_chr10_9222_DBR1_Alkbh8_RBR1	20	1	3334392	3334412	16	0.2	0.55	20	20	1	1	1
lnc_inter_chr10_9222	1	Alyref	1	lnc_inter_chr10_9222_DBR1_Alyref_RBR1	24.4375	32	120598906	120598938	19.96875	0.18281250000000002	0	32	35	24.4375	1.3094629156010231	41.90281329923274
lnc_inter_chr10_9222	1	Amigo2	1	lnc_inter_chr10_9222_DBR1_Amigo2_RBR1	20	1	97247353	97247373	16	0.2	0.65	20	20	1	1	1
lnc_inter_chr10_9222	1	Anapc1	1	lnc_inter_chr10_9222_DBR1_Anapc1_RBR1	25.705882352941178	34	128687749	128687785	22.61764705882353	0.12161764705882352	0.011794117647058825	36	42	24.27777777777778	1.40045766590389	47.61556064073226
lnc_inter_chr10_9222	1	Anapc15	1	lnc_inter_chr10_9222_DBR1_Anapc15_RBR1	20	1	101880848	101880868	16	0.2	0.5	20	20	1	1	1
lnc_inter_chr10_9222	1	Anapc16	1	lnc_inter_chr10_9222_DBR1_Anapc16_RBR1	21	1	60003201	60003222	17	0.19	0.81	21	21	1	1	1
lnc_inter_chr10_9222	1	Ank2	1	lnc_inter_chr10_9222_DBR1_Ank2_RBR1	20	9	127499998	127500018	16	0.2	0	20	28	9	1	9
lnc_inter_chr10_9222	1	Ankrd11	1	lnc_inter_chr10_9222_DBR1_Ankrd11_RBR1	22.272727272727273	11	123042977	123043004	17.90909090909091	0.19545454545454546	0.008	27	29	9.074074074074074	1.2122448979591836	13.334693877551018
lnc_inter_chr10_9222	1	Ankrd27	1	lnc_inter_chr10_9222_DBR1_Ankrd27_RBR1	20.8	5	35585633	35585670	17	0.184	0.796	37	24	2.810810810810811	1.7788461538461537	8.894230769230768
lnc_inter_chr10_9222	1	Ankrd54	2	lnc_inter_chr10_9222_DBR1_Ankrd54_RBR2	27.96153846153846	52	79063290	79063323	25.23076923076923	0.09948076923076923	0	33	42	44.06060606060606	1.1801925722145805	61.37001375515818
lnc_inter_chr10_9222	1	Anp32b	1	lnc_inter_chr10_9222_DBR1_Anp32b_RBR1	20	1	46450776	46450796	17	0.15	0.85	20	20	1	1	1
lnc_inter_chr10_9222	1	Antxr2	1	lnc_inter_chr10_9222_DBR1_Antxr2_RBR1	22.785714285714285	28	98031563	98031597	18.5	0.18678571428571428	0.02117857142857143	34	35	18.764705882352942	1.4921630094043887	41.78056426332289
lnc_inter_chr10_9222	1	Antxr2	2	lnc_inter_chr10_9222_DBR1_Antxr2_RBR2	23.307692307692307	26	98031920	98031947	20.884615384615383	0.10392307692307692	0.004269230769230769	27	40	22.444444444444443	1.1584158415841586	30.118811881188122
lnc_inter_chr10_9222	1	Anxa5	2	lnc_inter_chr10_9222_DBR1_Anxa5_RBR2	21	1	36476487	36476508	17	0.19	0.38	21	21	1	1	1
lnc_inter_chr10_9222	1	Anxa7	1	lnc_inter_chr10_9222_DBR1_Anxa7_RBR1	29	107	20480400	20480448	26.16822429906542	0.09939252336448598	0.00780373831775701	48	42	64.64583333333333	1.6551724137931034	177.10344827586206
lnc_inter_chr10_9222	1	Aox3	1	lnc_inter_chr10_9222_DBR1_Aox3_RBR1	22.5	20	58112548	58112575	18.3	0.1865	0	27	30	16.666666666666668	1.2	24
lnc_inter_chr10_9222	1	Ap1g1	1	lnc_inter_chr10_9222_DBR1_Ap1g1_RBR1	27.28205128205128	39	109778252	109778291	24.435897435897434	0.10602564102564103	0.009384615384615385	39	42	27.28205128205128	1.4295112781954888	55.75093984962407
lnc_inter_chr10_9222	1	Ap2m1	2	lnc_inter_chr10_9222_DBR1_Ap2m1_RBR2	21.53846153846154	13	20535062	20535084	18.46153846153846	0.14461538461538462	0.003461538461538461	22	35	12.727272727272727	1.0214285714285714	13.278571428571428
lnc_inter_chr10_9222	1	Apeh	1	lnc_inter_chr10_9222_DBR1_Apeh_RBR1	21.5	2	108094921	108094949	17.5	0.185	0.79	28	23	1.5357142857142858	1.302325581395349	2.604651162790698
lnc_inter_chr10_9222	1	Aplp2	1	lnc_inter_chr10_9222_DBR1_Aplp2_RBR1	20	1	31212458	31212478	16	0.2	0.55	20	20	1	1	1
lnc_inter_chr10_9222	1	Apopt1	1	lnc_inter_chr10_9222_DBR1_Apopt1_RBR1	20	1	111712857	111712877	16	0.2	0.65	20	20	1	1	1
lnc_inter_chr10_9222	1	Aqr	1	lnc_inter_chr10_9222_DBR1_Aqr_RBR1	20	9	114176043	114176063	16	0.2	0	20	28	9	1	9
lnc_inter_chr10_9222	1	Ar	1	lnc_inter_chr10_9222_DBR1_Ar_RBR1	20	1	98148288	98148308	16	0.2	0.45	20	20	1	1	1
lnc_inter_chr10_9222	1	Ar	2	lnc_inter_chr10_9222_DBR1_Ar_RBR2	26	1	98148633	98148659	21	0.19	0.54	26	26	1	1	1
lnc_inter_chr10_9222	1	Arap2	1	lnc_inter_chr10_9222_DBR1_Arap2_RBR1	20	3	62766880	62766906	16	0.2	0.1	26	20	2.3076923076923075	1.3	3.9000000000000004
lnc_inter_chr10_9222	1	Arcn1	1	lnc_inter_chr10_9222_DBR1_Arcn1_RBR1	27.84313725490196	51	44767992	44768029	24.392156862745097	0.12686274509803921	0.00915686274509804	37	42	38.37837837837838	1.3288732394366196	67.7725352112676
lnc_inter_chr10_9222	1	Arel1	1	lnc_inter_chr10_9222_DBR1_Arel1_RBR1	24.84	25	84971757	84971789	20.36	0.1804	0.00396	32	33	19.40625	1.288244766505636	32.2061191626409
lnc_inter_chr10_9222	1	Arhgap44	1	lnc_inter_chr10_9222_DBR1_Arhgap44_RBR1	20	10	65163724	65163744	16	0.2	0	20	30	10	1	10
lnc_inter_chr10_9222	1	Arhgef19	2	lnc_inter_chr10_9222_DBR1_Arhgef19_RBR2	20	1	141242831	141242851	16	0.2	0.6	20	20	1	1	1
lnc_inter_chr10_9222	1	Arid1b	1	lnc_inter_chr10_9222_DBR1_Arid1b_RBR1	20	1	4994599	4994619	16	0.2	0.8	20	20	1	1	1
lnc_inter_chr10_9222	1	Arid2	1	lnc_inter_chr10_9222_DBR1_Arid2_RBR1	22	2	96287471	96287496	18	0.18	0.59	25	25	1.76	1.1363636363636365	2.272727272727273
lnc_inter_chr10_9222	1	Arid4b	1	lnc_inter_chr10_9222_DBR1_Arid4b_RBR1	30	2	14063737	14063768	24	0.2	0.6	31	31	1.935483870967742	1.0333333333333334	2.066666666666667
lnc_inter_chr10_9222	1	Arl13b	1	lnc_inter_chr10_9222_DBR1_Arl13b_RBR1	24	30	62847372	62847406	19.433333333333334	0.19	0	34	30	21.176470588235293	1.4166666666666667	42.5
lnc_inter_chr10_9222	1	Arl5a	1	lnc_inter_chr10_9222_DBR1_Arl5a_RBR1	25.81081081081081	37	52425212	52425244	22.56756756756757	0.12883783783783784	0.0036756756756756758	32	42	29.84375	1.2397905759162304	45.87225130890052
lnc_inter_chr10_9222	1	Arl5a	3	lnc_inter_chr10_9222_DBR1_Arl5a_RBR3	21	2	52425833	52425857	17	0.19	0.12000000000000001	24	24	1.75	1.1428571428571428	2.2857142857142856
lnc_inter_chr10_9222	1	Arl6ip1	1	lnc_inter_chr10_9222_DBR1_Arl6ip1_RBR1	20	1	118130508	118130528	16	0.2	0.8	20	20	1	1	1
lnc_inter_chr10_9222	1	Arl8b	1	lnc_inter_chr10_9222_DBR1_Arl8b_RBR1	22.470588235294116	17	108782433	108782457	18.764705882352942	0.16470588235294117	0.007529411764705882	24	39	15.916666666666666	1.068062827225131	18.157068062827225
lnc_inter_chr10_9222	1	Arl8b	2	lnc_inter_chr10_9222_DBR1_Arl8b_RBR2	26.583333333333332	24	108782875	108782911	22	0.17333333333333334	0.025875000000000002	36	37	17.72222222222222	1.35423197492163	32.50156739811912
lnc_inter_chr10_9222	1	Arntl	1	lnc_inter_chr10_9222_DBR1_Arntl_RBR1	25.5	36	113206778	113206813	22	0.13922222222222222	0.006472222222222223	35	42	26.228571428571428	1.3725490196078431	49.411764705882355
lnc_inter_chr10_9222	1	Arpc2	1	lnc_inter_chr10_9222_DBR1_Arpc2_RBR1	27.40277777777778	72	74235844	74235895	22.708333333333332	0.17225000000000001	0	51	40	38.68627450980392	1.8611251900658894	134.00101368474404
